fixedAcidity,volatileAcidity,citricAcid,residualSugar,chlorides,freeSulfurDioxide,totalSulfurDioxide,density,pH,sulphates,alcohol,quality,type
6.632072205,0.61298393,0.010989588,1.897361815,0.081058793,8.198769217,23.17830373,0.998354974,3.691306821,0.729149087,10.42096895,5,Red
6.790004145,0.219625198,0.302260219,10.71405675,0.070762897,65.67853703,176.8017996,0.997986395,2.881258719,0.420329047,9.186882107,4,White
7.851092802,0.331080351,0.280285257,32.17057493,0.054109145,32.87645308,190.0810339,1.010591419,3.145645325,0.382564343,8.711341616,4,White
6.374800258,0.260404078,0.311851271,3.581913525,0.031038359,35.50313085,90.14926765,0.991513793,3.217927608,0.619441276,12.51482882,2,White
6.749725459,0.322040567,0.210394735,2.311308295,0.044952535,16.07393621,59.68958148,0.99461864,3.166530126,0.393037279,9.328168544,4,White
6.132684961,0.19133539,0.28996835,1.165406862,0.047054893,29.0834882,99.01878988,0.991217642,3.23041929,0.530179508,11.36201582,4,White
9.737229779,0.685568283,0.242134975,2.138312662,0.088190644,5.179025197,31.20631734,1.00071062,3.12856447,0.598549922,10.27650981,5,Red
6.648536511,0.105818109,0.320159639,12.58036792,0.051891616,32.88554826,117.591716,0.999186392,3.539327593,0.451143519,9.143076899,4,White
6.719898451,0.272147926,0.220299537,17.44621444,0.035068735,16.54264211,111.8762313,1.000247442,3.051290205,0.528134246,9.111809918,5,White
6.837214009,0.191232477,0.313602531,19.28885599,0.043916949,38.72153141,176.3170312,1.000939329,2.931282046,0.521656093,8.993225617,3,White
6.108471268,0.181080378,0.377557745,2.306147597,0.033830707,28.8292678,116.9775801,0.990375819,3.167183719,0.489839137,12.2763493,4,White
7.395244418,0.492543696,0.241218963,15.00101342,0.030994079,37.63649144,160.7700613,0.997019416,3.130235959,0.508627555,12.01343004,3,White
5.437379039,0.162169892,0.219683605,4.569323079,0.030966919,30.5720152,91.28970075,0.995627187,3.243775148,0.360324581,9.609316732,4,White
6.239267965,0.255618471,0.441871059,12.24562652,0.045976251,52.14122628,202.3535083,0.998042437,3.241757031,0.539127179,9.631567496,4,White
7.523318282,0.171376454,0.341596419,1.382548423,0.036039477,11.49172903,106.3179219,0.992192969,3.035582813,0.74358047,11.02888179,5,White
8.609386788,0.189849387,0.49377689,3.52133966,0.044808478,31.25154067,137.4538539,0.995202577,3.127170068,0.512186189,10.08297729,4,White
6.684022474,0.161287194,0.320659839,12.13755683,0.036017526,16.83323782,158.1441655,0.998240631,2.891400427,0.360588617,8.959041375,4,White
5.912077977,0.171457071,0.282035925,0.700011334,0.028008749,4.884098322,32.05356217,0.990492062,3.132927947,0.319365121,10.56447647,5,White
6.973679575,0.240675419,0.230012936,7.179941258,0.042093471,20.14277847,115.9068863,0.993319165,3.088770062,0.852540945,11.38775864,4,White
6.350078873,0.160130546,0.222944362,1.385070253,0.040897474,39.60271847,141.0099573,0.9938329,3.47345338,0.580485012,9.929449102,4,White
6.279557346,0.311333909,0.308328703,12.72310998,0.045986068,54.9176723,152.2873228,0.9966096,3.018905286,0.592912635,10.37552436,5,White
5.740945468,0.219751032,0.199907173,16.08184385,0.044950333,42.74799861,111.4445932,0.999382563,3.219982727,0.461254093,8.919814392,4,White
6.796837691,0.361344295,0.212148551,1.492090634,0.049995049,40.60879004,194.9505225,0.993416404,3.163161548,0.410447614,9.87413459,4,White
6.419659088,0.572718056,0.021026161,1.748360623,0.06780099,3.809640569,10.29284059,0.997198357,3.455959569,0.679919638,9.541092752,5,Red
6.135231408,0.232326749,0.362787164,17.23065575,0.040132014,35.70532679,123.2303333,1.000678603,3.243364947,0.430848306,8.855565677,4,White
6.393336285,0.864735298,0.031136211,3.121991694,0.071931576,25.83235505,61.60587193,0.994759684,3.613943484,0.490620509,12.70594877,4,Red
5.848688109,0.251272625,0.28205649,10.87629423,0.056818544,46.88565526,168.8280851,0.998531723,3.412192016,0.430198651,9.647106681,5,White
6.09983534,0.220637513,0.312580256,1.400991807,0.03986919,41.36617689,135.869944,0.993196124,3.45658123,0.591942802,10.98913539,5,White
6.632304082,0.348454198,0.342179285,4.735392388,0.032993922,8.085362231,117.8496878,0.99336099,3.324916304,0.809185651,11.71376848,5,White
7.925807584,0.179680117,0.46267584,12.97936719,0.043032806,39.93762394,150.8899528,1.000857563,3.23687758,0.761748808,8.407687057,2,White
7.271382937,0.361259345,0.363168428,5.569358996,0.038950941,24.89077399,99.47823133,0.992134742,2.927086364,0.588295068,12.34732316,3,White
5.344502812,0.231559592,0.359569219,1.527174291,0.031023544,76.74174723,125.0761943,0.990914546,3.23124732,0.990366931,12.26925617,3,White
8.363746818,0.260491084,0.413629934,9.14491707,0.043006909,40.06373917,161.7783967,0.995729273,3.088404045,0.380353837,11.95932713,3,White
10.07467897,0.494406794,0.201109833,11.10654424,0.072041944,13.71531948,52.31382548,1.002369429,3.174184141,0.694464659,9.100911772,4,Red
6.062921874,0.331289372,0.270659025,0.797527567,0.185937554,11.43060408,188.2793764,0.994067803,3.135753749,0.616957915,9.327670956,5,White
6.975357066,0.252447072,0.261308646,5.414861012,0.024960926,34.60084823,140.5727291,0.995836719,3.146789426,0.719368887,10.67531602,3,White
7.015870195,0.130296389,0.36872699,12.52975688,0.042961844,37.00225526,99.17009456,0.997195682,3.072905606,0.551170916,10.63310741,4,White
7.102610516,0.340001708,0.100867088,3.572144092,0.044988319,18.08828697,62.41517051,0.994500895,3.01596046,0.390890238,9.126921427,5,White
5.997616833,0.331094293,0.200896651,1.786105281,0.031955211,51.41899695,165.7756043,0.992932821,3.401385271,0.529796031,11.0435748,4,White
6.715515921,0.190887758,0.359115117,1.882385834,0.035955007,31.40283987,92.97335762,0.992826814,3.144482295,0.540492215,10.6487864,3,White
7.625947946,0.419998362,0.08070749,2.746194903,0.085029663,14.87498422,47.43162463,0.998060643,3.216889653,0.594707802,10.00050748,5,Red
6.295178507,0.439062266,0.181187448,7.790798339,0.097036467,29.87342351,219.2107181,0.997662215,3.568962769,0.724467033,9.125486192,5,White
7.541694511,0.231659995,0.681735227,10.90453865,0.048015386,35.98660869,142.6337025,0.998373773,2.981178895,0.38012258,8.727642032,5,White
7.028033999,0.232818419,0.361707425,12.8847351,0.052106323,71.63771288,174.2967339,0.998340656,3.15528197,0.492884745,9.812625735,5,White
8.142451054,0.30284813,0.444343071,12.25000985,0.043997458,53.28392804,166.8038004,0.994890687,3.042924064,0.330977899,12.01428493,4,White
6.210153724,0.251498742,0.421242242,8.223259012,0.050025443,52.13624614,191.6352684,0.996730306,3.156301397,0.47159276,9.209906724,4,White
5.677405006,0.296957539,0.201540967,2.142586808,0.050219588,17.45263073,135.1995614,0.994947638,3.229509753,0.678735509,9.80062105,5,White
5.565523162,0.498934943,0.092281376,2.297676782,0.049771761,15.79546539,100.8570412,0.99532961,3.640298833,0.631757789,12.9068659,5,Red
6.080604196,0.302653457,0.262212746,13.15446022,0.047025034,56.21221263,201.0342036,0.998424842,3.181794413,0.428876695,9.469540898,4,White
6.171062516,0.30026226,0.170259974,2.805205083,0.040987027,24.7631944,129.5048585,0.995107584,3.010322856,0.458207581,9.024433731,5,White
6.69459635,0.301515487,0.502489887,11.91412379,0.046025497,40.95802082,128.1677386,0.999283456,3.065291674,0.529192089,8.875821388,4,White
5.818823482,0.620897705,0.280616937,3.507717847,0.040086377,52.61983742,145.3246802,0.992025904,3.442833346,0.437723728,11.96014821,4,White
7.015593392,0.170169083,0.371145177,5.719962722,0.025941946,29.63634525,107.0643783,0.995182047,3.181656162,0.492850654,10.88291978,4,White
6.955267794,0.260646291,0.59188782,1.410289272,0.037958253,38.59945628,113.2510409,0.99274893,3.340718324,0.411100453,11.04813772,3,White
7.294050465,0.211328824,0.300802411,10.6129815,0.038002647,18.39213429,105.6085495,0.99771076,3.397612714,0.500201773,9.507651174,4,White
6.895038563,0.191930954,0.351780843,1.71857594,0.036994131,31.75524731,95.87804477,0.995186865,3.223090498,0.537815962,10.7744878,3,White
5.809085466,0.3934196,0.251082577,4.919231567,0.03406547,47.05152829,120.9083312,0.990815219,3.270742545,0.58102342,13.09953794,3,White
5.836638198,0.677778514,0.021055962,1.821758465,0.087907192,22.46970048,101.0619163,0.995898096,3.549746218,0.51865985,9.937234919,5,Red
8.444950531,0.260375537,0.211913611,15.6385586,0.074852759,40.56090335,191.0116526,0.998948245,3.020846621,0.495382498,9.674589158,7,White
6.147236203,0.251628419,0.441433082,15.51978254,0.058080507,39.2792106,144.7725816,0.999027748,3.15311447,0.51019739,9.179267596,5,White
8.702476301,0.42135021,0.450813621,2.48601212,0.072974717,32.32221055,60.49468401,0.997607476,3.348942524,0.775822726,11.94588596,4,Red
6.645456512,0.111029655,0.341700999,8.95027436,0.043891146,42.67376116,120.1236459,0.997479339,3.427968389,0.400923371,9.266070571,3,White
7.864930129,0.334213043,0.229098939,1.695705935,0.078079197,18.07166167,41.98053109,0.996806794,3.298790164,0.651460551,9.328337792,5,Red
7.900876658,0.161855372,0.641418494,17.19002373,0.05083357,69.93355227,210.349588,1.001345822,3.134784661,0.510770638,9.262507681,3,White
6.367937309,0.271426106,0.493218804,7.429675466,0.047015589,55.33314503,198.2373748,0.996791172,3.255300813,0.431942664,8.972209619,4,White
6.52232595,0.429507106,0.180550265,12.93293899,0.032930014,26.14798487,121.8576783,0.997007109,3.238101678,0.51173813,10.87714294,5,White
7.429085939,0.211027853,0.49123172,2.516021909,0.047941893,19.96338718,123.7377458,0.992993249,3.153816725,0.482221522,11.06054561,5,White
7.432070777,0.2298283,0.29063249,2.697478239,0.032009538,23.5186358,86.05790989,0.992349027,3.014293409,0.539125073,10.89850189,4,White
8.534280249,0.370226795,0.648397765,6.316489901,0.080775044,2.912323674,8.392306002,0.998078171,3.268820793,0.577951247,11.12500414,5,Red
10.36855982,0.427738841,0.441872128,2.349591388,0.21449971,5.206447141,12.80699988,1.000194654,3.204035541,0.633849002,9.549360787,4,Red
7.041409742,0.131616572,0.401152444,1.251088475,0.047911036,53.85421219,139.2365036,0.993949801,3.306912896,0.967237813,9.866606807,3,White
6.048802216,0.44067767,0.259890391,3.206303931,0.054083118,54.50167471,120.4944519,0.990462705,3.234735045,0.389297097,12.7392296,4,White
6.101641622,0.270482381,0.401999466,1.712262717,0.022044331,18.08679189,78.98134796,0.989896484,3.263057301,0.944775217,12.84872765,4,White
6.057785203,0.250420694,0.401003595,5.771425535,0.053042286,55.95868306,168.2131624,0.994658722,3.164875644,0.877173854,10.19773135,4,White
9.159021825,0.33953905,0.541208101,17.43781101,0.060941948,49.03622835,231.3549867,1.002689848,3.098193451,0.609375924,8.688214893,4,White
7.283148591,0.268659128,0.260568246,11.61541265,0.054074192,55.20667183,157.8215285,0.99707505,3.122515745,0.602304048,9.845802212,5,White
7.79397354,0.29242017,0.329815397,9.017387135,0.036081765,32.2704713,182.0506311,0.996767484,3.105520579,0.459244871,10.50421985,5,White
5.952035281,0.26174909,0.26007087,2.149143321,0.035969937,8.987745804,78.58538099,0.990533799,3.122635268,0.483042558,12.12469186,4,White
7.457361749,0.180213084,0.302413369,8.958190257,0.065114609,26.98415177,105.5943152,0.996810385,2.93984499,0.559928752,9.341054269,5,White
5.279604954,0.310679796,0.381062548,10.44282748,0.031900429,53.33967874,123.3574706,0.994731673,3.343226198,0.464150887,11.80629122,4,White
7.777229986,0.51093582,0.279985482,1.955153365,0.088042432,23.69471787,49.02169856,0.999365362,3.406493491,0.74250053,9.060733375,5,Red
6.19347082,0.28990109,0.290047074,5.532818814,0.047081059,32.50744846,163.4347889,0.995659181,3.233758956,0.513191204,10.38099453,5,White
7.924438597,0.617160946,0.050774377,2.369531995,0.080089767,5.991474725,16.77875599,0.999429986,3.282089298,0.628013144,9.234027109,5,Red
6.187413302,0.262301831,0.322681841,15.38463009,0.032065929,62.03875604,171.3244181,0.999317593,3.310886547,0.610862592,9.34854164,5,White
8.456878543,0.270862166,0.301773481,2.154888956,0.037793357,36.83533349,140.2860376,0.992541628,2.901479694,0.300785796,11.65136141,4,White
7.841035165,0.300227897,0.400586061,1.853477753,0.028981296,24.13922768,105.183164,0.992753843,3.141747073,0.390641198,10.89157151,3,White
6.033873785,0.319838348,0.368988446,1.742978809,0.052105583,14.15279661,191.8597533,0.995214806,3.484411641,0.443262106,10.49484936,6,White
6.694482483,0.232281538,0.321601846,1.657510743,0.027018038,39.96159684,148.5506236,0.990670126,3.290735614,0.54076403,12.30812441,4,White
9.613291233,0.340257381,0.370102353,2.111224902,0.076100513,5.41680919,12.96061294,0.997718566,3.230934593,0.615072023,9.30349647,5,Red
6.98343321,0.521893986,0.07107327,1.395026482,0.075067903,5.345102805,21.66537514,0.998353785,3.325824069,0.812188565,9.5279155,4,Red
6.106209415,0.160969865,0.321768649,1.131339876,0.037107982,76.79279703,200.5207567,0.991762852,3.203396255,0.412096348,11.0281925,4,White
7.594854667,0.282541952,0.631688274,11.11790949,0.040005046,57.84959684,205.5339146,0.997249236,3.084748266,0.442543591,8.815690018,6,White
6.581992692,0.460911028,0.494186493,7.294334675,0.052889169,18.22448537,191.0708937,0.995970151,3.116574196,0.379293023,8.914674604,5,White
9.72444066,0.488098643,0.583424049,3.468705143,0.095215336,8.43602137,41.98765195,1.001643151,3.296934663,0.581761034,9.141565173,5,Red
6.695203408,0.261042981,0.50833373,7.963562664,0.063005998,51.07924211,199.211468,0.996035439,3.128107269,0.496936384,9.487490487,5,White
6.363827085,0.271538356,0.171376992,8.428791406,0.044974784,61.32343562,204.8854618,0.997323783,3.233516863,0.471628094,9.293567784,5,White
7.887578852,0.604571686,0.061031702,1.615978554,0.070048051,15.44265915,61.26515008,0.997318941,3.320878616,0.461805579,9.38448018,5,Red
9.457355445,0.59397735,0.442229068,2.278038299,0.072039268,21.92299097,65.12307742,1.000692448,3.424490912,0.630258769,9.545167095,5,Red
7.115706443,0.321207453,0.469090494,4.940986273,0.044886971,18.35318433,50.70188294,0.992513412,3.038997033,0.412740068,12.6898807,6,White
6.994196169,0.241052276,0.359971078,20.90651139,0.032089683,38.74931374,144.3651713,0.99939016,3.202229132,0.330858258,10.90879681,4,White
6.014080883,0.310053735,0.32067624,7.456587779,0.176048449,46.96555008,148.1865865,0.996767451,3.1575356,0.504380856,9.389745135,4,White
7.093103165,0.230623905,0.382731597,14.33326363,0.058880888,51.9554537,189.6953028,0.999780051,3.095883899,0.441413223,9.067691214,4,White
6.369664508,0.3397651,0.29163822,6.188408801,0.047112043,25.51017936,208.0100678,0.995169159,3.294308547,0.532373675,10.16319287,4,White
7.728625196,0.232166985,0.403587905,5.25059076,0.067055304,14.13327475,93.63700143,0.996011969,3.149861918,0.802664599,9.668588806,5,White
7.470320858,0.17089999,0.399876529,5.310611966,0.038170215,32.42337246,162.8223832,0.993757813,3.065494435,0.61755193,11.48711461,6,White
7.035725697,0.444177203,0.37044839,2.682720558,0.041879506,34.00813777,134.3980581,0.990935673,3.067617317,0.430804659,13.12572173,3,White
6.336828235,0.25166508,0.230307145,14.55840244,0.040215165,45.00543237,138.3124208,0.997454664,3.161510413,0.349884231,9.736645727,4,White
5.46650797,0.420081292,0.090074799,1.580003335,0.020025247,17.8848033,61.4638546,0.99179813,3.320292861,0.513169739,11.41774366,3,White
6.908339923,0.280318102,0.361819299,1.608097571,0.041038463,25.74327786,84.93644118,0.99370479,3.243743484,0.66034849,10.26268944,4,White
6.933552501,0.519243799,0.250611015,2.691204353,0.081850286,9.541061709,34.32322029,0.99816303,3.446780435,0.498532178,11.15996381,5,Red
6.993003773,0.534083581,0.021058453,1.033224359,0.037110919,41.44764765,110.9747306,0.994612951,3.183049744,0.31986788,9.0524288,5,White
4.176530792,0.171145657,0.359173999,1.779312087,0.029908606,95.55670761,160.7348854,0.990252096,3.639717766,0.891613203,11.96334188,3,White
7.325837063,0.257868254,0.431639595,6.152441061,0.023066422,21.14151944,123.9533609,0.994335831,3.143490265,0.549508556,11.48445586,4,White
6.065912282,0.412345038,0.141114052,10.39398475,0.037924704,16.78279329,130.8766289,0.997938765,3.380258019,0.450854891,9.915972086,5,White
7.69413086,0.270800068,0.30126868,9.395521469,0.018969413,23.52974823,105.9401736,0.99418939,3.092232569,0.290626324,11.03626565,4,White
6.259044895,0.229949363,0.501590315,10.67777586,0.043920079,59.85907193,133.2131565,0.99654067,2.855000006,0.4620823,9.046161803,4,White
8.604090868,0.492386179,0.51437435,2.054603898,0.422169676,16.17497828,59.24984355,0.998691078,3.036195321,1.169909695,9.243201045,5,Red
5.800633656,0.300290808,0.331663568,3.578463199,0.034024167,24.48790388,102.4924294,0.99129032,3.198943983,0.441515504,11.91886549,4,White
7.356281654,0.310798767,0.251846154,6.644103297,0.032937578,31.71492101,143.7974566,0.993993517,2.90979397,0.369537157,11.10509333,5,White
6.404481087,0.362490827,0.311230042,13.57052635,0.054072975,20.41287348,102.5123659,0.996135701,3.178951594,0.55669505,11.05058327,4,White
5.467715384,0.149968902,0.319817168,13.59266387,0.032135588,16.46969198,95.3142187,0.994817275,3.266863012,0.382310715,11.31553734,2,White
7.599218123,0.276532634,0.299233296,0.995393284,0.040023366,18.26666331,83.76983028,0.99276826,3.001507372,0.559943283,10.79994752,5,White
8.232465667,0.200450392,0.38200815,3.470282168,0.054221937,42.67688138,172.0317834,0.994436542,3.232353143,0.41114182,11.8318533,5,White
5.233082726,0.584702429,0.070466759,7.16552686,0.043973258,33.99238468,159.7350467,0.995244021,3.336320463,0.572213667,9.611851285,5,White
9.150246815,0.283117435,0.300891542,1.612369835,0.045951844,34.35650717,148.5438394,0.996915299,3.110741334,0.492125275,9.328454655,5,White
7.400572484,0.181080032,0.361323949,12.78714348,0.057051087,73.34940958,141.428246,1.000566873,3.411702681,0.353822592,9.044482843,4,White
6.475121726,0.231612975,0.200050711,7.428847339,0.050886256,42.54659293,187.4939341,0.996540905,3.175056079,0.482136846,9.606805467,5,White
5.480239285,0.27127711,0.220723707,4.604880412,0.023036821,27.62951225,107.8772065,0.989570801,3.330398809,0.541139863,13.65205028,4,White
6.855957678,0.260323322,0.220450739,4.837156259,0.042028502,105.8848909,193.1952702,0.996178572,3.282097443,0.67247764,10.61841912,5,White
11.44843491,0.626382848,0.662892105,6.315619042,0.08917465,5.871239077,21.56341718,0.999543456,3.107038832,0.994070774,13.35769512,4,Red
7.670260684,0.393588085,0.300048412,5.280728307,0.038150627,27.88796304,137.9182887,0.99533152,3.368896344,0.440539252,10.60231769,4,White
5.140448395,0.239741365,0.453383804,3.81716455,0.028027039,21.38430187,116.8058626,0.993104594,3.560938524,0.490299682,11.09962223,2,White
6.028072112,0.200934599,0.169563683,1.613156507,0.048853524,43.64907231,135.1098024,0.992532425,3.314959641,0.433074733,11.4690621,4,White
7.12122009,0.281756557,0.432052966,1.765450874,0.081275223,21.0412761,110.3958588,0.992846842,3.210129625,0.422378166,13.00062426,5,White
11.1858832,0.343375909,0.45125646,1.973280837,0.083195329,6.358008447,15.34734602,1.000434436,2.948873969,0.662606583,9.16711708,4,Red
7.847744184,0.351585363,0.241056293,15.88792628,0.072950523,40.40528898,235.4635476,0.998578655,3.020139589,0.591568872,10.44725431,4,White
7.131104725,0.472592749,0.241462557,5.951049676,0.044910381,10.49960063,84.11776626,0.996345564,3.214988641,0.561441828,9.701458357,5,White
6.891848885,0.301214784,0.211304877,15.72749885,0.057044172,51.93686472,149.9767311,0.999426789,3.115089056,0.481498944,9.001134723,5,White
7.247335194,0.403257837,0.488463912,1.154113788,0.048839472,10.64456607,156.954742,0.994573546,3.02273962,0.420112338,9.091246122,5,White
5.682150875,0.259338956,0.270070314,3.995715506,0.202312497,73.20638336,182.5996925,0.995391285,3.292519048,0.380441824,9.201134292,4,White
8.212407933,0.140465808,0.358511451,9.209060165,0.027111863,12.90858111,59.74898075,0.996819391,3.142378978,0.351969769,11.14101853,5,White
7.480947023,0.24191243,0.289902508,1.115444156,0.046747705,33.03926805,77.04943843,0.990702888,3.020777637,0.392243983,11.3333049,4,White
8.881000594,0.427297572,0.340419459,2.469684216,0.080912369,26.43812446,82.99626483,1.000324892,3.362511839,0.622944533,9.437779942,4,Red
6.400271957,0.331365958,0.240496938,9.544777399,0.041967108,27.18522567,125.3404838,0.996524014,3.292245037,0.471660823,10.08638418,4,White
7.74290662,0.291225516,0.490237978,2.632501046,0.093091303,24.51514318,66.7507308,0.998357971,3.294818338,0.61060484,9.986483733,4,Red
5.379663231,0.181267617,0.24197348,4.783575821,0.041862061,27.65956447,103.4593037,0.995482026,3.41586523,0.401060953,9.446261527,4,White
7.663780213,0.26936489,0.340604269,4.741304097,0.04106317,16.46827687,59.5994714,0.992471496,3.053288437,0.479183243,12.35536998,4,White
7.340082393,0.330337467,0.261490334,15.47430233,0.050092704,70.08217529,220.8767995,0.999828741,3.036967071,0.680135392,9.512197394,5,White
7.457201809,0.311508991,0.291477632,10.31488179,0.04100834,21.41860445,151.3376114,0.997841949,3.032721939,0.350770657,9.294507763,5,White
